Level,Month,ProductId,Metric,Value
Product,,B004HOSGWE,CSAT,4.90625
Product,,B004JGQ15E,CSAT,4.147540983606557
Product,,B004JRKEH4,CSAT,3.793103448275862
Product,,B004JRMG98,CSAT,3.341463414634146
Product,,B004JRO1S2,CSAT,3.3076923076923075
Product,,B004JRXZKM,CSAT,3.289473684210526
Product,,B004K30HO2,CSAT,3.857142857142857
Product,,B004M62D5S,CSAT,4.484848484848484
Product,,B004MO6NI8,CSAT,3.5098039215686274
Product,,B004OAZ36I,CSAT,3.34375
Product,,B004OQBC8K,CSAT,4.3023255813953485
Product,,B004OVWQDA,CSAT,4.53125
Product,,B004P4POZ8,CSAT,4.775862068965517
Product,,B004P4TL8E,CSAT,4.033333333333333
Product,,B004Q3LBTG,CSAT,3.1666666666666665
Product,,B004R8J8E0,CSAT,4.264705882352941
Product,,B004SRFYMK,CSAT,3.5526315789473686
Product,,B004SRH2B6,CSAT,3.804123711340206
Product,,B004T3QMD8,CSAT,3.888888888888889
Product,,B004TJF3BE,CSAT,3.0727272727272728
Product,,B004TPKAN4,CSAT,4.360655737704918
Product,,B004U43ZO0,CSAT,3.463768115942029
Product,,B004U49QU2,CSAT,3.514705882352941
Product,,B004WTHCO2,CSAT,3.3389830508474576
Product,,B004X3VRLG,CSAT,3.5813953488372094
Product,,B004YV80O4,CSAT,3.9210526315789473
Product,,B004YV80OE,CSAT,3.579710144927536
Product,,B004ZIER34,CSAT,3.5588235294117645
Product,,B0051COPH6,CSAT,4.440476190476191
Product,,B0058AMY10,CSAT,4.0227272727272725
Product,,B0058AMY5G,CSAT,4.127659574468085
Product,,B0058AMY74,CSAT,4.111111111111111
Product,,B0058AMYTC,CSAT,4.16
Product,,B005A1LGIY,CSAT,3.9696969696969697
Product,,B005A1LINC,CSAT,4.03921568627451
Product,,B005A1LJ04,CSAT,3.4444444444444446
Product,,B005BRHVD6,CSAT,4.613636363636363
Product,,B005CUU23S,CSAT,3.2432432432432434
Product,,B005CUU25G,CSAT,3.4594594594594597
Product,,B005DFL4PM,CSAT,4.416666666666667
Product,,B005GIF5WY,CSAT,4.764705882352941
Product,,B005GRCWDU,CSAT,4.604651162790698
Product,,B005GTWCTM,CSAT,4.380952380952381
Product,,B005GX00BK,CSAT,4.204545454545454
Product,,B005GX8MMO,CSAT,4.628571428571429
Product,,B005GXHKSG,CSAT,4.608695652173913
Product,,B005HG9ERW,CSAT,3.965909090909091
Product,,B005HG9ESG,CSAT,3.9295774647887325
Product,,B005HG9ET0,CSAT,4.149425287356322
Product,,B005HGAV8I,CSAT,3.435483870967742
Product,,B005IW4WFY,CSAT,4.08
Product,,B005K4Q1RW,CSAT,3.122448979591837
Product,,B005K4Q1T0,CSAT,4.016666666666667
Product,,B005K4Q1VI,CSAT,3.857142857142857
Product,,B005K4Q1W2,CSAT,3.4827586206896552
Product,,B005K4Q1YA,CSAT,3.69672131147541
Product,,B005K4Q34S,CSAT,3.7459016393442623
Product,,B005K4Q37A,CSAT,3.7969924812030076
Product,,B005K4Q4KG,CSAT,3.857142857142857
Product,,B005K4Q4LK,CSAT,3.688
Product,,B005K4Q68Q,CSAT,3.933333333333333
Product,,B005P6TCGW,CSAT,4.166666666666667
Product,,B005PANYEY,CSAT,3.8947368421052633
Product,,B005SPQENY,CSAT,3.3714285714285714
Product,,B005V9UG18,CSAT,4.515625
Product,,B005VOOKS8,CSAT,4.0181818181818185
Product,,B005VOOL00,CSAT,3.7580645161290325
Product,,B005VOOLXM,CSAT,3.7761194029850746
Product,,B005VOOM2W,CSAT,3.727272727272727
Product,,B005VOOM4A,CSAT,3.921875
Product,,B005VOOM5E,CSAT,3.5901639344262297
Product,,B005VOONGM,CSAT,3.7777777777777777
Product,,B005VOONI0,CSAT,3.9523809523809526
Product,,B005VOONKI,CSAT,3.8
Product,,B005VOONLW,CSAT,3.796875
Product,,B005VOONM6,CSAT,4.105263157894737
Product,,B005ZBZLPI,CSAT,3.638888888888889
Product,,B005ZBZLSU,CSAT,4.327272727272727
Product,,B005ZBZLT4,CSAT,4.237288135593221
Product,,B005ZBZM52,CSAT,4.377777777777778
Product,,B0061IUIDY,CSAT,4.140625
Product,,B0062A87HA,CSAT,4.2727272727272725
Product,,B006GA666U,CSAT,4.333333333333333
Product,,B006H34CUS,CSAT,4.486486486486487
Product,,B006HYLW32,CSAT,4.508620689655173
Product,,B006J4MAIQ,CSAT,4.387096774193548
Product,,B006J4MAUE,CSAT,4.571428571428571
Product,,B006MONQMC,CSAT,3.5
Product,,B006N3HYYS,CSAT,4.114285714285714
Product,,B006N3HZ6K,CSAT,4.310344827586207
Product,,B006N3I0DM,CSAT,4.180555555555555
Product,,B006N3I0N2,CSAT,4.214285714285714
Product,,B006N3I1HM,CSAT,4.295454545454546
Product,,B006N3I29E,CSAT,4.382978723404255
Product,,B006N3I3I4,CSAT,4.512820512820513
Product,,B006N3I69A,CSAT,1.3888888888888888
Product,,B006N3IE6A,CSAT,3.93
Product,,B006N3IG4K,CSAT,3.9148936170212765
Product,,B006Q820X0,CSAT,2.9298245614035086
Product,,B006WYSFZK,CSAT,3.975609756097561
Product,,B0075JTH7Q,CSAT,4.171428571428572
Product,,B0076MLL12,CSAT,4.014084507042254
Product,,B0078Y6CN0,CSAT,4.296296296296297
Product,,B0078Y6OX8,CSAT,3.59375
Product,,B007I7YZJK,CSAT,3.775
Product,,B007I7Z3Z0,CSAT,3.8125
Product,,B007JFMH8M,CSAT,4.505154639175258
Product,,B007JFXWRC,CSAT,3.9375
Product,,B007M832YY,CSAT,4.3076923076923075
Product,,B007M83302,CSAT,4.264957264957265
Product,,B007OXJK3Y,CSAT,3.8529411764705883
Product,,B007PA30TG,CSAT,4.226415094339623
Product,,B007PA30ZU,CSAT,4.620689655172414
Product,,B007PA32L2,CSAT,4.038461538461538
Product,,B007PA33KM,CSAT,4.2
Product,,B007PA33NY,CSAT,4.419354838709677
Product,,B007PE7ANY,CSAT,4.428571428571429
Product,,B007R900WA,CSAT,4.794117647058823
Product,,B007RLRCLK,CSAT,4.484848484848484
Product,,B007RTR9DS,CSAT,2.7567567567567566
Product,,B007RTR9FQ,CSAT,4.125
Product,,B007RTR9G0,CSAT,3.1794871794871793
Product,,B007TGDXMK,CSAT,4.25
Product,,B007TGDXMU,CSAT,4.513513513513513
Product,,B007TGDXNO,CSAT,4.485294117647059
Product,,B007TJGY46,CSAT,4.274725274725275
Product,,B007TJGY4Q,CSAT,4.171428571428572
Product,,B007TJGZ0Y,CSAT,4.2
Product,,B007TJGZ18,CSAT,4.333333333333333
Product,,B007TJGZ4A,CSAT,4.225
Product,,B007TJGZ54,CSAT,4.266666666666667
Product,,B007Y59HVM,CSAT,4.338983050847458
Product,,B00817GPWQ,CSAT,3.8974358974358974
Product,,B0081XIAOQ,CSAT,3.4864864864864864
Product,,B0081XIASW,CSAT,3.4838709677419355
Product,,B0081XIAUK,CSAT,3.5161290322580645
Product,,B0081XPTBS,CSAT,4.089285714285714
Product,,B0083QJU72,CSAT,4.823529411764706
Product,,B0083T5TAQ,CSAT,2.933333333333333
Product,,B0083T6HC0,CSAT,3.5348837209302326
Product,,B008BY7NSE,CSAT,4.74
Product,,B008BY7O9W,CSAT,4.161290322580645
Product,,B008CTBK7S,CSAT,4.564102564102564
Product,,B008FHUDW0,CSAT,4.40625
Product,,B008FHUFAU,CSAT,4.405405405405405
Product,,B008FHUGNQ,CSAT,4.063157894736842
Product,,B008FHUKE6,CSAT,4.174603174603175
Product,,B008GRIB0A,CSAT,3.6666666666666665
Product,,B008GRONV6,CSAT,4.568965517241379
Product,,B008I1XPKA,CSAT,3.7948717948717947
Product,,B008J1HO4C,CSAT,4.686746987951807
Product,,B008JKSJJ2,CSAT,4.319587628865979
Product,,B008JKTH2A,CSAT,4.209302325581396
Product,,B008JKTTUA,CSAT,4.426829268292683
Product,,B008JKU2CO,CSAT,4.419753086419753
Product,,B008O3G25W,CSAT,3.6774193548387095
Product,,B008O3G2GG,CSAT,3.4722222222222223
Product,,B008O3G2K2,CSAT,3.6041666666666665
Product,,B008RWUHA6,CSAT,3.971014492753623
Product,,B008RWUKXK,CSAT,4.05
Product,,B008YA1NWC,CSAT,4.533333333333333
Product,,B008ZRKZSM,CSAT,4.509433962264151
Product,,B0090X8IPM,CSAT,3.8137254901960786
Product,,B00954NY46,CSAT,4.636363636363637
Product,,B00954NYVY,CSAT,4.548387096774194
Product,,B0098WV8F2,CSAT,4.638297872340425
Product,,B009E7YC54,CSAT,4.614035087719298
Product,,B009RB4GO4,CSAT,3.2444444444444445
